id,kode_provinsi,provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_pekerjaan,jumlah_korban,satuan,tahun
465,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,BEKERJA,0,ORANG,2019
466,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
467,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,NA,0,ORANG,2019
468,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
469,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,PELAJAR,0,ORANG,2019
470,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
471,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
472,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
473,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,BEKERJA,1,ORANG,2019
474,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2019
475,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,NA,0,ORANG,2019
476,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
477,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,PELAJAR,2,ORANG,2019
478,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
479,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
480,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2019
481,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,BEKERJA,0,ORANG,2019
482,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
483,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,NA,1,ORANG,2019
484,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
485,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,PELAJAR,28,ORANG,2019
486,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
487,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
488,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK BEKERJA,4,ORANG,2019
489,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,BEKERJA,7,ORANG,2019
490,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,IBU RUMAH TANGGA,7,ORANG,2019
491,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,NA,3,ORANG,2019
492,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
493,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,PELAJAR,33,ORANG,2019
494,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
495,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,SWASTA/BURUH,1,ORANG,2019
496,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK BEKERJA,12,ORANG,2019
497,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,BEKERJA,0,ORANG,2019
498,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
499,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,NA,0,ORANG,2019
500,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
501,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,PELAJAR,1,ORANG,2019
502,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
503,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
504,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
505,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,BEKERJA,1,ORANG,2019
506,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,IBU RUMAH TANGGA,3,ORANG,2019
507,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,NA,1,ORANG,2019
508,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
509,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,PELAJAR,5,ORANG,2019
510,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
511,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
512,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,TIDAK BEKERJA,1,ORANG,2019
513,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,BEKERJA,0,ORANG,2019
514,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
515,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,NA,0,ORANG,2019
516,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
517,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PELAJAR,2,ORANG,2019
518,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
519,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
520,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
521,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,BEKERJA,0,ORANG,2019
522,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2019
523,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,NA,0,ORANG,2019
524,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
525,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PELAJAR,2,ORANG,2019
526,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
527,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
528,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2019
529,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,BEKERJA,0,ORANG,2019
530,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
531,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,NA,0,ORANG,2019
532,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
533,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,PELAJAR,2,ORANG,2019
534,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
535,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
536,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK BEKERJA,1,ORANG,2019
537,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,BEKERJA,0,ORANG,2019
538,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,IBU RUMAH TANGGA,1,ORANG,2019
539,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,NA,0,ORANG,2019
540,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
541,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,PELAJAR,0,ORANG,2019
542,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
543,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
544,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK BEKERJA,1,ORANG,2019
545,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,BEKERJA,0,ORANG,2019
546,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
547,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,NA,0,ORANG,2019
548,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
549,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,PELAJAR,2,ORANG,2019
550,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
551,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
552,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
553,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,BEKERJA,0,ORANG,2019
554,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,IBU RUMAH TANGGA,1,ORANG,2019
555,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,NA,0,ORANG,2019
556,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
557,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,PELAJAR,0,ORANG,2019
558,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
559,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
560,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2019
561,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,BEKERJA,0,ORANG,2019
562,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
563,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,NA,5,ORANG,2019
564,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
565,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,PELAJAR,32,ORANG,2019
566,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
567,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
568,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
569,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,BEKERJA,3,ORANG,2019
570,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,IBU RUMAH TANGGA,19,ORANG,2019
571,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,NA,7,ORANG,2019
572,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
573,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,PELAJAR,17,ORANG,2019
574,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
575,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,SWASTA/BURUH,5,ORANG,2019
576,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK BEKERJA,3,ORANG,2019
577,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,BEKERJA,0,ORANG,2019
578,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
579,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,NA,0,ORANG,2019
580,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
581,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PELAJAR,5,ORANG,2019
582,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
583,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
584,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
585,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,BEKERJA,0,ORANG,2019
586,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
587,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,NA,0,ORANG,2019
588,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
589,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PELAJAR,4,ORANG,2019
590,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
591,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
592,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
593,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,BEKERJA,0,ORANG,2019
594,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,IBU RUMAH TANGGA,1,ORANG,2019
595,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,NA,0,ORANG,2019
596,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
597,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,PELAJAR,9,ORANG,2019
598,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
599,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
600,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK BEKERJA,1,ORANG,2019
601,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,BEKERJA,0,ORANG,2019
602,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
603,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,NA,1,ORANG,2019
604,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
605,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,PELAJAR,0,ORANG,2019
606,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
607,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
608,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
609,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,BEKERJA,0,ORANG,2019
610,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2019
611,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,NA,11,ORANG,2019
612,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
613,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,PELAJAR,4,ORANG,2019
614,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
615,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
616,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2019
617,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,BEKERJA,0,ORANG,2019
618,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
619,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,NA,0,ORANG,2019
620,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
621,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PELAJAR,1,ORANG,2019
622,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
623,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
624,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK BEKERJA,6,ORANG,2019
625,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,BEKERJA,0,ORANG,2019
626,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2019
627,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,NA,0,ORANG,2019
628,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
629,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,PELAJAR,2,ORANG,2019
630,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
631,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,SWASTA/BURUH,2,ORANG,2019
632,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK BEKERJA,17,ORANG,2019
633,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,BEKERJA,0,ORANG,2019
634,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
635,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,NA,0,ORANG,2019
636,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
637,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,PELAJAR,1,ORANG,2019
638,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
639,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
640,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
641,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,BEKERJA,1,ORANG,2019
642,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,IBU RUMAH TANGGA,5,ORANG,2019
643,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,NA,0,ORANG,2019
644,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
645,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,PELAJAR,10,ORANG,2019
646,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
647,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
648,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2019
649,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,BEKERJA,0,ORANG,2019
650,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
651,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,NA,4,ORANG,2019
652,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
653,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PELAJAR,4,ORANG,2019
654,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
655,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
656,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
657,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,BEKERJA,0,ORANG,2019
658,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,IBU RUMAH TANGGA,5,ORANG,2019
659,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,NA,13,ORANG,2019
660,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
661,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,PELAJAR,5,ORANG,2019
662,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
663,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,SWASTA/BURUH,1,ORANG,2019
664,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK BEKERJA,3,ORANG,2019
665,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,BEKERJA,0,ORANG,2019
666,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
667,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,NA,0,ORANG,2019
668,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
669,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PELAJAR,0,ORANG,2019
670,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
671,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
672,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2019
673,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,BEKERJA,0,ORANG,2019
674,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,IBU RUMAH TANGGA,1,ORANG,2019
675,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,NA,0,ORANG,2019
676,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
677,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PELAJAR,0,ORANG,2019
678,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
679,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,SWASTA/BURUH,1,ORANG,2019
680,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2019
681,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,BEKERJA,0,ORANG,2019
682,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
683,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,NA,0,ORANG,2019
684,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
685,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PELAJAR,1,ORANG,2019
686,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
687,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
688,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK BEKERJA,1,ORANG,2019
689,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,BEKERJA,1,ORANG,2019
690,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,IBU RUMAH TANGGA,2,ORANG,2019
691,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,NA,0,ORANG,2019
692,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
693,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,PELAJAR,1,ORANG,2019
